repo,url,stars,forks,open_issues,github_language,created_at,pushed_at,license,topics,via,description,is_agent,agent_verdict,agent_type,agent_confidence,agent_evidence_tier,has_llm,has_agent_loop,has_tool_calling,has_mcp,has_workflow,has_multi_agent,has_memory,has_streaming,effect_depth,effect_evidence,effect_deps,effect_capabilities,uses_effect_ai,effect_files
arturitu/the-delegation,https://github.com/arturitu/the-delegation,653,123,8,TypeScript,2026-02-19T11:59:51Z,2026-04-16T12:31:33Z,NOASSERTION,3d-simulation|ai|ai-agents|autonomous-agents|gemini-api|llm-orchestration|multi-agent-systems|npc-engine|threejs|webgpu,TypeScript:agent:stars>=600,"A no-code 3D playground to explore, design, and interact with Agentic AI systems",true,agent,workflow-agent,0.85,manifest,true,true,true,false,true,false,false,false,L0,manifest-full,,,false,0
ruvnet/metaharness,https://github.com/ruvnet/metaharness,652,79,92,TypeScript,2026-06-13T18:29:11Z,2026-09-12T07:12:05Z,MIT,agent-harness|agent-harness-generator|agent-scaffolding|agentic-ai|agentic-framework|autonomous-agents|claude-code|codex|create-agent-harness|hermes-agent|mcp|mcp-server|multi-agent|openai-codex|openclaw|pi-dev|rvm|sandboxing|scaffold|scaffolding,"TypeScript:""AI agent""|TypeScript:agent:stars>=600|TypeScript:harness|TypeScript:mcp|TypeScript:multi-agent","🛠️ The meta-harness for AI agents — scaffold your own focused, branded agent harness with its own npx CLI, MCP server, memory, learning loop, and witness-signed releases. Works with Claude Code, Codex, pi.dev, Hermes, OpenClaw, and RVM (hardware-isolated sandbox).",true,agent,coding-agent,0.72,paths,true,true,true,false,false,false,false,true,L0,manifest-full,,,false,0
emiliaprotocol/emilia-protocol,https://github.com/emiliaprotocol/emilia-protocol,649,15,4,TypeScript,2026-03-13T05:52:28Z,2026-09-13T16:13:32Z,Apache-2.0,agent-security|agentic-ai|ai-agents|ai-security|audit-evidence|authority-control-plane|authorization|authorization-receipts|consequence-firewall|cryptography|exact-action|formal-verification|human-authorization|ietf|mcp|mcp-security|model-context-protocol|policy-enforcement|security|zero-trust,TypeScript:mcp,Authority control plane for autonomous work. EMILIA Gate enforces finite customer-owned mandates at protected executor boundaries; the open protocol keeps evidence verifiable.,true,agent,mcp-agent,0.99,manifest,true,true,true,true,true,false,false,true,L0,manifest-full,,,false,0
truffle-ai/dexto,https://github.com/truffle-ai/dexto,648,79,71,TypeScript,2025-03-24T22:49:13Z,2026-09-08T09:44:33Z,NOASSERTION,ai|ai-agent|ai-agents|ai-tools|contributions-welcome|function-calling|llm|mcp|mcp-client|modelcontextprotocol|typescript,"TypeScript:""AI agent""|TypeScript:agent:stars>=600|TypeScript:harness|TypeScript:llm|TypeScript:mcp",Agent harness and tookit for building AI agents and agentic applications. CLI and SDKs included,true,agent,mcp-agent,0.99,manifest,true,true,true,true,true,false,true,true,L0,manifest-full,,,false,0
sandbaseai/sandbase-harness,https://github.com/sandbaseai/sandbase-harness,644,66,20,TypeScript,2026-07-11T08:48:07Z,2026-09-13T14:16:16Z,Apache-2.0,agent-harness|agent-observability|agent-plugin|agent-runtime|agent-sandbox|ai-agents|ai-infrastructure|audit-logging|deepseek-harness|devops|docker|dsh-plugin|harness-engineering|kubernetes|local-first|mcp-gateway|mcp-server|model-context-protocol|sandboxed-execution|self-hosted,"TypeScript:""AI agent""|TypeScript:""agent runtime""|TypeScript:agent:stars>=600|TypeScript:harness|TypeScript:mcp","Local-first, self-hosted AI agent runtime and MCP bridge with sandboxed sessions, memory, credentials, audit/replay, and a local Console.",true,agent,mcp-agent,0.99,manifest,true,true,true,true,false,false,true,true,L0,manifest-full,,,false,0
yejiming/MuseAI,https://github.com/yejiming/MuseAI,644,56,8,TypeScript,2026-04-03T14:09:27Z,2026-08-14T07:59:06Z,,agent|ai|companion-ai|dsh|dsh-plugin,TypeScript:agent:stars>=600|TypeScript:harness,创建你的 AI 角色，进入你的故事世界。和角色聊天、冒险、穿书，让每一次互动都留下羁绊（支持 DeepSeek Harness 插件，欢迎使用）,true,agent,agent-runtime,0.72,paths,true,true,true,false,false,false,false,false,L0,manifest-full,,,false,0
cartesiancs/cartcut,https://github.com/cartesiancs/cartcut,642,59,2,TypeScript,2022-08-26T23:46:03Z,2026-09-13T12:38:32Z,MIT,electron|ffmpeg|lit|macos-app|mcp|typescript|video-editor,"TypeScript:""AI agent""|TypeScript:agent:stars>=600|TypeScript:mcp","Video Editor for AI agents, built on the belief that open source can beat commercial tools",true,agent,mcp-agent,0.99,manifest,true,true,true,true,false,false,false,true,L0,manifest-full,,,false,0
m-sec-org/BreachWeave,https://github.com/m-sec-org/BreachWeave,642,88,4,TypeScript,2026-04-22T08:35:24Z,2026-09-08T02:07:51Z,Apache-2.0,,TypeScript:agent:stars>=600,智能渗透Agent Manager/Observer/Solver 多角色架构，基于 pi-mono SDK。,true,agent,mcp-agent,0.99,manifest,true,true,true,true,false,false,false,true,L0,manifest-full,,,false,0
notnotype/neuro-book,https://github.com/notnotype/neuro-book,641,66,75,TypeScript,2026-04-05T10:46:02Z,2026-09-09T06:07:31Z,AGPL-3.0,agent|airp|harness|ide|novel|rp|sillytavern|writing,TypeScript:agent:stars>=600|TypeScript:harness|TypeScript:multi-agent|TypeScript:workflow,"An AI-powered IDE for long-form fiction writing, combining software engineering workflows, modern storytelling methodologies, and multi-agent systems.",true,agent,coding-agent,0.77,paths,true,true,true,false,true,false,false,true,L0,manifest-full,,,false,0
fufankeji/deepseek-harness-studio,https://github.com/fufankeji/deepseek-harness-studio,636,63,2,TypeScript,2026-08-15T03:00:06Z,2026-09-01T03:15:24Z,MIT,ai-agent|deepseek|deepseek-harness|deepseek-harness-studio|desktop-app|developer-tools|dsh|dsh-plugin|electron|macos|plugin-manager|windows,TypeScript:harness,DeepSeek Harness 零代码桌面端｜一键启动，支持 Windows 与 macOS；内置插件发现、热点插件推送、一键安装与管理、AI 智能推荐和视觉增强。,true,agent,agent-runtime,0.83,paths,true,true,true,true,true,false,false,true,L0,manifest-full,,,false,0
liliu-z/stashbase,https://github.com/liliu-z/stashbase,636,25,6,TypeScript,2026-05-19T05:21:06Z,2026-09-14T01:07:57Z,Apache-2.0,ai-agents|document-search|electron|knowledge-base|local-first|markdown|mcp|mcp-server|rag|semantic-search|typescript|wiki,TypeScript:agent:stars>=600|TypeScript:mcp|TypeScript:rag,Turn your local files into a Wiki for your agents. Open-source and local-first.,true,agent,mcp-agent,0.99,manifest,true,true,true,true,true,false,false,false,L0,manifest-full,,,false,0
Ryan-yang125/ChatLLM-Web,https://github.com/Ryan-yang125/ChatLLM-Web,634,47,4,TypeScript,2023-04-23T05:07:57Z,2026-08-12T03:59:37Z,MIT,ai-agents|browser-ai|cloudflare-pages|llama|llm|local-ai|local-models|pwa|react|vite|web-llm|webgpu|webllm,TypeScript:agent:stars>=600|TypeScript:llm,"Private local model studio, AI chat, and agent workspace powered by WebGPU and WebLLM.",true,agent,single-agent,0.72,paths,true,true,true,false,false,false,false,false,L0,manifest-full,,,false,0
opendatalab/MinerU-Document-Explorer,https://github.com/opendatalab/MinerU-Document-Explorer,632,73,5,TypeScript,2026-03-26T02:45:30Z,2026-04-26T07:10:38Z,MIT,,TypeScript:agent:stars>=600|TypeScript:mcp,"Agent-native knowledge engine with MCP tools for document indexing, wiki organization, fast retrieval and deep reading across PDF/DOCX/PPTX/Markdown",true,agent,mcp-agent,0.99,manifest,true,true,true,true,false,false,false,false,L0,manifest-full,,,false,0
waynesutton/markdown-site,https://github.com/waynesutton/markdown-site,630,91,0,TypeScript,2025-12-14T17:54:14Z,2026-05-20T14:56:54Z,MIT,cms|convex|markdown|open-source|sync,"TypeScript:""AI agent""|TypeScript:agent:stars>=600|TypeScript:llm","An open-source publishing framework built for AI agents and developers to ship websites, docs, or blogs. Write markdown, sync from the terminal. Your content is instantly available to browsers, LLMs, and AI agents. Built on Convex and Netlify.",true,agent,mcp-agent,0.99,manifest,true,true,true,true,false,false,false,true,L0,manifest-full,,,false,0
huangserva/claude-code-cli,https://github.com/huangserva/claude-code-cli,628,1305,1,TypeScript,2026-03-31T10:12:33Z,2026-03-31T10:14:17Z,,,TypeScript:agent:stars>=600|TypeScript:mcp,这是 Claude Code 的 CLI 客户端主体（src/ 目录），即整个终端交互层的源码。具体包含： 1. CLI 入口与命令解析 — main.tsx（4684行）、entrypoints/（CLI 模式、SDK 模式、MCP 模式） 2. 终端 UI 渲染 — components/（144 个组件，用 React + Ink 渲染终端界面） 3. 工具系统 — tools/（43 个工具，Bash、文件读写编辑、Grep、Glob、Web 搜索等） 4. API 通信层 — services/api/（与 Anthropic 后端通信） 5. MCP 协议  6. 多 Agent/Team 协作 l 7. 认证与策略 8. 辅助服务 等,true,agent,mcp-agent,0.83,paths,true,true,true,true,false,true,true,true,L0,manifest-full,,,false,0
ufira-ai/Vibma,https://github.com/ufira-ai/Vibma,628,33,34,TypeScript,2026-02-26T17:29:07Z,2026-06-08T17:09:26Z,MIT,,"TypeScript:""AI agent""|TypeScript:agent:stars>=600",Vibe Design meets Figma. Let AI agents design directly in Figma.,true,agent,mcp-agent,0.99,manifest,true,true,true,true,false,false,false,false,L0,manifest-full,,,false,0
hubtype/botonic,https://github.com/hubtype/botonic,625,90,64,TypeScript,2018-03-25T21:19:51Z,2026-09-11T19:38:03Z,MIT,bot-framework|bots|chatbots|cms|contentful|conversational-apps|conversational-interfaces|conversational-ui|dialogflow|javascript|nlp|nlu|react|watson,TypeScript:chatbot,Build chatbots and conversational experiences using React,true,agent,single-agent,0.92,manifest,true,true,true,false,false,false,false,false,L0,manifest-full,,,false,0
mario-andreschak/FLUJO,https://github.com/mario-andreschak/FLUJO,625,87,26,TypeScript,2025-02-26T20:23:56Z,2026-09-13T14:40:12Z,MIT,agentic-ai|agentic-framework|agentic-workflow|ai-chat|automation|autonomous-agents|claude|claude-code|gemini|llm-agents|mcp|mcp-client|mcp-server|multi-agent|multi-agent-systems|ollama|openai|pocketflow|workflow|workflow-automation,TypeScript:agent:stars>=600|TypeScript:mcp|TypeScript:multi-agent|TypeScript:workflow,"Multi-Agent + Automation: Workflows, Automation, Self-Improving Agents",true,agent,mcp-agent,0.99,manifest,true,true,true,true,true,false,true,true,L0,manifest-full,,,false,0
framerslab/agentos,https://github.com/framerslab/agentos,623,93,11,TypeScript,2025-10-28T04:35:14Z,2026-09-12T08:03:11Z,Apache-2.0,agent-framework|agent-memory|agentic-ai|ai-agent-framework|ai-agents|autonomous-agents|cognitive-memory|emergent-behavior|guardrails|hexaco|llm|llm-orchestration|long-term-memory|multi-agent|rag|runtime-tool-generation|tool-use|vector-search|voice-ai,"TypeScript:""AI agent""|TypeScript:""agent framework""|TypeScript:agent:stars>=600|TypeScript:llm|TypeScript:multi-agent|TypeScript:rag","TypeScript AI agent framework: cognitive memory, runtime tool forging, multi-agent orchestration, 11 LLM providers.",true,agent,agent-runtime,0.83,paths,true,true,true,false,true,false,true,true,L0,manifest-full,,,false,0
kentcdodds/kody,https://github.com/kentcdodds/kody,623,63,23,TypeScript,2026-03-18T23:30:18Z,2026-09-14T01:29:47Z,NOASSERTION,agents|ai-assistant|cloudflare-workers|code-mode|mcp|personal-assistant,"TypeScript:""AI agent""|TypeScript:agent:stars>=600|TypeScript:coding assistant|TypeScript:mcp","🐨 Your assistant's home — the memory, keys, code, and automations your AI agent keeps, portable across every MCP host. Built on Cloudflare Workers.",true,agent,mcp-agent,0.99,manifest,true,true,true,true,false,false,true,true,L0,manifest-full,,,false,0
ekailabs/contexto,https://github.com/ekailabs/contexto,620,22,21,TypeScript,2025-08-26T06:58:12Z,2026-06-10T00:43:06Z,Apache-2.0,,"TypeScript:""AI agent""|TypeScript:agent:stars>=600",Context Engine for your long-running AI agents,true,agent,single-agent,0.77,paths,true,true,true,false,false,false,true,false,L0,manifest-full,,,false,0
Railly/tinte,https://github.com/Railly/tinte,620,38,5,TypeScript,2023-10-12T03:49:26Z,2026-08-08T01:10:38Z,MIT,agent-native|agent-plugins|ai-coding|cli|color-tokens|design-system|design-systems|design-tokens|nextjs|oklch|one-hunter|registry|shadcn-preset|shadcn-ui|terminal-colors|theme-generator|vscode-theme,TypeScript:agent:stars>=600,"Compile your design system into an Agent Plugin. Extract an identity from any reference, emit SKILL.md + tokens.css, lint what bypasses your tokens.",true,agent,single-agent,0.8,manifest,true,true,true,false,false,false,false,false,L0,manifest-full,,,false,0
runvendo/vendo,https://github.com/runvendo/vendo,618,100,116,TypeScript,2026-06-30T06:42:46Z,2026-09-11T06:18:57Z,Apache-2.0,agents|ai|ai-agents|automation|devtools|embedded-ai|generative-ui|llm|nextjs|react|sdk|typescript,TypeScript:agent:stars>=600|TypeScript:llm,"Embedded agents your customers use to automate work, build views, and connect their tools.",true,agent,mcp-agent,0.99,manifest,true,true,true,true,true,true,false,true,L0,manifest-full,,,false,0
scanaislop/aislop,https://github.com/scanaislop/aislop,616,32,18,TypeScript,2026-03-06T13:05:19Z,2026-09-13T08:59:43Z,MIT,ai|ai-slop|ai-slop-detection|aislop|cli|code-quality|code-review|cpp|developer-tools|github-actions|javascript|linter|php|python|quality-gate|ruby|rust|slop|static-analysis|typescript,TypeScript:agent:stars>=600|TypeScript:llm,"Catch and fix the code-quality issues AI coding agents leave behind - dead code, unsafe casts, swallowed errors, duplication, security risks, and more. 50+ deterministic rules across 10 language targets, with CLI, CI, and GitHub Actions. No LLM at runtime. MIT.",true,agent,mcp-agent,0.99,manifest,true,true,true,true,false,false,false,false,L0,manifest-full,,,false,0
nicobailon/surf-cli,https://github.com/nicobailon/surf-cli,615,55,11,TypeScript,2025-12-28T09:05:24Z,2026-09-13T15:13:21Z,MIT,ai-agents|browser-automation|chrome|cli|devtools,"TypeScript:""AI agent""|TypeScript:agent:stars>=600","The CLI for AI agents to control Chrome. Zero config, agent-agnostic, battle-tested.",true,agent,mcp-agent,0.99,manifest,true,true,true,true,false,false,false,false,L0,manifest-full,,,false,0
sandbox-quantum/switch,https://github.com/sandbox-quantum/switch,615,48,40,TypeScript,2026-07-16T09:52:46Z,2026-09-12T01:28:38Z,NOASSERTION,agent-orchestration|ai|ai-agents|chatops|discord|langchain|mcp|microsoft-teams|multi-agent|open-source|openai|self-hosted|slack,"TypeScript:""AI agent""|TypeScript:agent:stars>=600|TypeScript:mcp|TypeScript:multi-agent","Connect any AI agent to your team in Slack, Teams & Discord. Open-source and self-hostable.",true,agent,mcp-agent,0.99,manifest,true,true,true,true,false,true,false,true,L0,manifest-full,,,false,0
wevm/incur,https://github.com/wevm/incur,615,36,21,TypeScript,2026-02-26T02:52:03Z,2026-09-11T17:46:34Z,MIT,,TypeScript:agent:stars>=600,CLI framework for agents and humans,true,agent,mcp-agent,0.99,manifest,true,true,true,true,false,false,false,false,L0,manifest-full,,,false,0
enulus/OpenPackage,https://github.com/enulus/OpenPackage,613,34,12,TypeScript,2025-10-15T03:07:47Z,2026-05-29T11:02:53Z,Apache-2.0,agents|ai|cli|coding|commands|openpackage|opkg|package-manager|plugins|rules|skills,TypeScript:agent:stars>=600,"The open, universal, coding agent skills, agents, rules, and commands organizer and package manager.",true,agent,coding-agent,0.72,paths,true,true,true,false,false,false,false,false,L0,manifest-full,,,false,0
openteams-lab/openteams,https://github.com/openteams-lab/openteams,612,77,18,TypeScript,2026-02-08T12:35:40Z,2026-09-11T08:39:19Z,Apache-2.0,agency-agents|agentic-ai|agents|ai-team|claude-code|codex|multi-agent|multi-agent-systems|opencode|openteams|openteams-lab,"TypeScript:""AI agent""|TypeScript:agent:stars>=600|TypeScript:multi-agent","Plan, Build, and Ship — with a team of AI agents instead of one",true,agent,multi-agent,0.85,manifest,true,true,true,true,true,true,true,true,L2,tarball,@effect/platform-node|effect,gen|service|error|concurrency|primitives|stream|schema|resource|config|platform,false,41
MaxGfeller/open-harness,https://github.com/MaxGfeller/open-harness,611,100,2,TypeScript,2026-02-23T19:39:32Z,2026-07-17T14:21:37Z,MIT,agents|agentskills|ai|ai-agents|mcp,"TypeScript:""AI agent""|TypeScript:agent:stars>=600|TypeScript:harness|TypeScript:mcp","A code-first, composable SDK to build powerful AI agents",true,agent,agent-runtime,0.8,manifest,true,true,true,false,false,false,false,true,L0,manifest-full,,,false,0
tgoai/tgo,https://github.com/tgoai/tgo,610,117,43,TypeScript,2025-11-18T08:47:29Z,2026-04-28T08:57:45Z,NOASSERTION,ai-agent|artificial-intelligence|chatbot|customer-service|customer-support|llm|rag,"TypeScript:""AI agent""|TypeScript:agent:stars>=600|TypeScript:chatbot|TypeScript:llm|TypeScript:multi-agent|TypeScript:rag","Open-source AI Agent Customer Service Platform. Build AI agent teams with LLM orchestration, RAG knowledge base, multi-channel support, and human collaboration.",true,agent,mcp-agent,0.99,manifest,true,true,true,true,true,true,false,true,L0,manifest-full,,,false,0
GD4AI/obsidian-llm-wiki,https://github.com/GD4AI/obsidian-llm-wiki,609,77,50,TypeScript,2026-04-26T14:57:39Z,2026-09-14T01:35:55Z,Apache-2.0,graph-algorithms|karpathy|knowledge-graph|knowledge-management|llm-wiki|markdown|note-taking|obsidian|obsidian-plugins|pdf|pdf-processing|privacy-first,TypeScript:llm,"Karpathy's LLM Wiki implementation plugin for Obsidian - turns notes and PDFs into a linked, LLM-powered knowledge base with entity pages, concept pages, graph-powered Q&A, and local-first privacy.",true,agent,workflow-agent,0.8,manifest,true,true,false,false,true,false,false,false,L0,manifest-full,,,false,0
provos/ironcurtain,https://github.com/provos/ironcurtain,607,78,17,TypeScript,2026-02-21T23:34:31Z,2026-09-14T01:02:29Z,Apache-2.0,agent|mcp|model-context-protocol|policy|sandbox|security|trusted-process,"TypeScript:""AI agent""|TypeScript:agent:stars>=600|TypeScript:mcp",A secure* runtime for autonomous AI agents. Policy from plain-English constitutions. (*https://ironcurtain.dev),true,agent,mcp-agent,0.99,manifest,true,true,true,true,true,false,true,true,L0,manifest-full,,,false,0
adaline/gateway,https://github.com/adaline/gateway,606,26,2,TypeScript,2024-10-15T02:20:50Z,2026-07-29T19:11:29Z,MIT,ai|ai-agents|anthropic|language-model|llm|llmops|openai|prompt-engineering|togetherai|typescript,TypeScript:llm,"The only fully local production-grade Super SDK that provides a simple, unified, and powerful interface for calling more than 200+ LLMs.",true,agent,single-agent,0.72,paths,true,false,true,false,false,false,true,true,L0,manifest-full,,,false,0
FerroxLabs/wayland,https://github.com/FerroxLabs/wayland,605,114,163,TypeScript,2026-06-05T17:38:22Z,2026-09-14T02:38:06Z,AGPL-3.0,acp|agent-orchestration|ai-agent|claude-code|desktop-app|electron|llm|local-first|mcp|rust,"TypeScript:""AI agent""|TypeScript:agent:stars>=600|TypeScript:llm|TypeScript:mcp",Wayland - The AI Agent That Perceives. Reasons. Acts. Evolves.,true,agent,mcp-agent,0.99,manifest,true,true,true,true,true,true,true,true,L0,manifest-full,,,false,0
leodavinci1/kanbots,https://github.com/leodavinci1/kanbots,605,54,6,TypeScript,2026-04-25T19:28:16Z,2026-05-25T12:24:53Z,MIT,,TypeScript:agent:stars>=600,Local collaboration interface for working on a kanban board where each task is either a Claude Code or Codex agent.,true,agent,mcp-agent,0.99,manifest,true,true,true,true,false,false,false,true,L0,manifest-full,,,false,0
momozi1996/momo-code,https://github.com/momozi1996/momo-code,604,4,0,TypeScript,2026-06-16T14:40:52Z,2026-08-14T11:19:17Z,NOASSERTION,agent|ai|cli|code-agent|coding|coding-agent|llm,TypeScript:agent:stars>=600|TypeScript:llm,MOMO CODE — AI coding agent that evolves with you,true,agent,coding-agent,0.8,manifest,true,true,false,false,true,false,false,true,L4,tarball,effect,gen|service|error|primitives|schema|config,false,55
tetherto/qvac,https://github.com/tetherto/qvac,604,112,102,TypeScript,2026-01-03T01:59:01Z,2026-09-13T22:03:18Z,Apache-2.0,ai-sdk|decentralized-ai|llama|llm-inference|local-ai|local-fine-tuning|local-llm|nodejs|on-device-ai|open-source-ai|open-source-llm|open-source-rag|open-source-speech-to-text|openai-compatible|p2p-ai|python|run-llm-locally|stable-diffusion|typescript|whisper,TypeScript:rag,"Open-source local AI SDK - run AI on-device with no cloud, no API keys. Supports GGUF, RAG, image, music, and video generation, speech-to-text, P2P inference, and more. Cross-platform: Linux, macOS, Windows, Android, iOS.",true,agent,multi-agent,0.85,manifest,true,true,true,true,true,true,false,true,L0,manifest-full,,,false,0
UniRound-Tec/Aurogen,https://github.com/UniRound-Tec/Aurogen,603,152,2,TypeScript,2026-03-09T11:20:55Z,2026-03-21T01:59:20Z,MIT,agent|chatbots|openclaw,TypeScript:agent:stars>=600|TypeScript:multi-agent,"""Aurogen🍊: The Multi-Agent Evolution of OpenClaw.""",true,agent,single-agent,0.77,paths,true,true,true,false,false,false,true,false,L0,manifest-full,,,false,0
LYL1015/JarvisHub,https://github.com/LYL1015/JarvisHub,601,52,0,TypeScript,2026-07-20T09:18:05Z,2026-08-03T02:24:26Z,Apache-2.0,,TypeScript:agent:stars>=600|TypeScript:harness,JarvisHub: An Open Harness for Canvas-Native Multimodal Creative Agents,true,agent,agent-runtime,0.85,manifest,true,true,true,false,true,false,true,true,L0,manifest-full,,,false,0
normal-computing/fuji-web,https://github.com/normal-computing/fuji-web,599,57,51,TypeScript,2023-10-26T23:00:47Z,2026-09-12T13:28:57Z,Apache-2.0,ai|ai-agent|browser-extension|gpt|llm|react|web-agent,"TypeScript:""AI agent""|TypeScript:llm",Fuji is an AI agent that lives in your browser's sidepanel. You can now get tasks done online with a single command!,true,agent,single-agent,0.8,manifest,true,true,true,false,false,false,false,false,L0,manifest-full,,,false,0
rajudandigam/agent-inspect,https://github.com/rajudandigam/agent-inspect,595,98,17,TypeScript,2026-05-02T06:07:29Z,2026-09-13T22:20:45Z,MIT,ai-agents|ci|cli|debugging|devtools|evidence|jsonl|langchain|langgraph|llm|local-first|mcp|nodejs|observability|openai|testing|trace|trajectory-testing|typescript|vercel-ai,"TypeScript:""AI agent""|TypeScript:llm|TypeScript:mcp","Local evidence debugger and trajectory-test toolkit for TypeScript AI agents: inspect causal runs, catch wrong tool paths in CI, and share safe offline evidence.",true,agent,single-agent,0.85,manifest,true,true,true,true,false,false,false,true,L0,manifest-full,,,false,0
paperboytm/spool,https://github.com/paperboytm/spool,590,40,11,TypeScript,2026-03-27T06:24:44Z,2026-07-27T13:19:54Z,NOASSERTION,ai-agents|claude-code|codex|codex-cli|developer-tools|electron|full-text-search|gemini-cli|linux|local-first|macos|mcp|open-source|opencode|privacy|productivity|security,TypeScript:mcp,"Store, share, and resume AI coding sessions.",true,agent,multi-agent,0.72,paths,true,true,true,false,false,true,false,true,L2,tarball,@effect/opentelemetry|effect,gen|error|concurrency|primitives|stream|resource|observability,false,19
Shudesu/line-harness-oss,https://github.com/Shudesu/line-harness-oss,590,382,45,TypeScript,2026-03-23T01:24:17Z,2026-09-11T11:10:12Z,MIT,cloudflare-workers|crm|l-harness|line-official-account|marketing-automation|mcp|mcp-server|self-hosted,TypeScript:harness|TypeScript:mcp,"L Harness — self-hosted LINE Official Account CRM: step messaging, broadcasts, forms and reservations, with MCP and TypeScript SDK. By Shudesu (野田修一).",true,agent,mcp-agent,0.99,manifest,true,true,true,true,false,false,false,true,L0,manifest-full,,,false,0
StuMason/coolify-mcp,https://github.com/StuMason/coolify-mcp,590,90,12,TypeScript,2025-03-05T12:35:43Z,2026-09-11T11:31:14Z,MIT,ai|claude|coolify|deployment|devops|infrastructure|mcp|model-context-protocol|paas|self-hosted|typescript,TypeScript:mcp,MCP server for Coolify — 42 optimized tools for managing self-hosted PaaS through AI assistants,true,agent,mcp-agent,0.99,manifest,true,true,true,true,false,false,false,false,L0,manifest-full,,,false,0
sharpdeveye/maestro,https://github.com/sharpdeveye/maestro,582,74,0,TypeScript,2026-04-02T16:30:40Z,2026-04-29T12:33:00Z,MIT,agent-orchestration|ai|ai-agents|ai-workflows|claude-code|codex|copilot|cursor|developer-tools|gemini|open-source|prompt-engineering|skills,TypeScript:copilot|TypeScript:workflow,"Workflow fluency for AI coding agents. 1 core skill · 25 commands · 7 domain references · memory layer · audit trail — works across Cursor, Claude Code, Gemini CLI, Copilot, and 6 more.",true,agent,mcp-agent,0.99,manifest,true,true,true,true,false,false,false,true,L0,manifest-full,,,false,0
shobcoder/shob,https://github.com/shobcoder/shob,581,0,6,TypeScript,2026-03-25T07:48:41Z,2026-08-22T08:09:12Z,MIT,ai-agents|anthropic|antigravity|antrygravitry|claude-code|cli|codex|codex-cli|cursor-ai|mcp|opencode|shob|shob-ai|skills,"TypeScript:""AI agent""|TypeScript:mcp",Shob – an AI agent that delivers high-quality coding & automation work,true,agent,coding-agent,0.85,manifest,true,true,true,true,false,false,true,true,L4,tarball,@effect/opentelemetry|@effect/platform-node|@effect/platform-node-shared|@effect/sql-sqlite-bun|effect,gen|service|error|concurrency|primitives|stream|schema|resource|config|platform|httpapi|sql|observability,false,882
KeyValueSoftwareSystems/agent-opfor,https://github.com/KeyValueSoftwareSystems/agent-opfor,579,30,48,TypeScript,2026-04-06T12:40:22Z,2026-09-13T05:55:59Z,NOASSERTION,adversary-emulation|agentic-ai|ai-agents|ai-red-teaming|ai-security|browser-extension|cli|jailbreak|llm-security|mcp|mcp-server|owasp|owasp-llm-top-10|prompt-injection|red-team|security-testing|typescript,"TypeScript:""AI agent""|TypeScript:mcp",Open-source adversary emulation for AI agents and MCP servers. ,true,agent,mcp-agent,0.99,manifest,true,true,true,true,false,true,false,false,L0,manifest-full,,,false,0
ChrisChen667788/wind-comic,https://github.com/ChrisChen667788/wind-comic,573,63,1,TypeScript,2026-04-26T00:20:42Z,2026-09-13T12:54:16Z,MIT,agents|ai|claude|comic|midjourney|minimax|nextjs|openai|screenwriter|sora|storyboard|typescript|video-generation,TypeScript:multi-agent,"Multi-agent AI pipeline that turns one line of text into a finished short-form drama: script, cinematic storyboards, character-consistent video. Provider-agnostic (OpenAI/Claude, MJ, Minimax, Veo/Sora, fal, ComfyUI). MIT.",true,agent,multi-agent,0.8,manifest,true,true,false,false,true,true,false,true,L0,manifest-full,,,false,0
Enderfga/claw-orchestrator,https://github.com/Enderfga/claw-orchestrator,573,95,0,TypeScript,2026-01-30T16:00:53Z,2026-09-12T17:16:35Z,MIT,acp|agent-client-protocol|agent-orchestration|ai-agent|antigravity|claude-code|claw-orchestrator|codex|coding-agent|deepseek-harness|mcp|multi-agent|multi-engine|openclaw|opencode|persistent-sessions|recursive-self-improvement|rsi|self-improving-agents|typescript,TypeScript:mcp|TypeScript:multi-agent,"Run Claude Code, Codex, Antigravity, Cursor Agent and OpenCode as one runtime — persistent sessions, multi-agent councils, an OpenAI-compatible endpoint, an MCP server, and an ACP agent any editor can drive.",true,agent,mcp-agent,0.99,manifest,true,true,true,true,true,false,false,false,L0,manifest-full,,,false,0
matiasbattocchia/open-bsp-api,https://github.com/matiasbattocchia/open-bsp-api,573,246,2,TypeScript,2025-08-21T03:15:04Z,2026-09-09T17:49:00Z,Unlicense,agents|ai|ai-agents|deno|instagram|instagram-api|mcp|supabase|whatsapp|whatsapp-api,TypeScript:mcp,Open-source WhatsApp + Instagram Business platform,true,agent,single-agent,0.72,paths,true,false,true,true,false,false,false,false,L0,manifest-full,,,false,0
neiltron/apple-health-mcp,https://github.com/neiltron/apple-health-mcp,567,22,5,TypeScript,2025-07-22T04:01:45Z,2026-08-27T03:51:11Z,MIT,apple-health|claude|duckdb|health-data|mcp|mcp-server|model-context-protocol|quantified-self|sql,TypeScript:mcp,"Local-first Apple Health MCP server. Lets AI assistants answer questions about your sleep, workouts, activity and heart data from a local export.",true,agent,mcp-agent,0.99,manifest,true,true,true,true,false,false,false,false,L0,manifest-full,,,false,0
